id,transaction_reference,account_id,user_id,merchant_id,device_id,session_id,payment_rail,payment_agent_id,timestamp,amount,currency,transaction_status,transaction_type,location_country,location_region,location_city,synthetic_ip,metadata_json
ae924e1f-f79b-4066-88eb-9a18f7dacd16,SYN_TXN_00001406,4c0a1faa-f97b-4d4f-950f-f9b7af93651f,9837917b-570e-458c-902d-840f015bc204,1ee54b16-a8a7-45e5-9d7b-504ba1869fce,ad4039f0-e6a4-473b-b60e-5d4c9eae5c5c,7fb7f667-d1b3-41a4-9018-e575851d8aba,UPI,,2026-07-27T18:16:24.974971+00:00,1640.23,INR,APPROVED,PURCHASE,SYN_SINGAPORE,SYN_NORTH,SYN_METRO_A,192.0.2.238,"{'archetype': 'TRAVELER', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
3c1989bf-514f-44d5-b124-d397090d6453,SYN_TXN_00021844,ecee2ea4-7aaa-42b8-be2c-255813cfd7c1,3e9aa314-2c9a-47b6-bea2-b73155099559,2e0fc948-8718-4288-b903-70f7246ba281,c83c6cd7-cb5b-4b12-ada7-de7ebde7553c,7852674f-7bf8-4975-9f3f-b2edc28623c4,UPI,,2026-07-27T18:27:06.974971+00:00,875.67,INR,APPROVED,TRANSFER,SYN_SINGAPORE,SYN_CENTRAL,SYN_METRO_A,192.0.2.218,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
7664f3f9-83c0-407a-bbe3-4fa9fc9b0466,SYN_TXN_00000754,921ea415-3efd-4f3c-96bc-b6abea0e4c37,83a5f956-80f8-495a-8497-99d17b10e1fe,8837209c-84cc-40f0-9260-e550c814c770,13583b74-165b-4510-a00e-a1a0c185ddf1,51db65b7-45c7-45d7-882b-7ef462cde1c6,UPI,,2026-07-27T18:41:15.974971+00:00,283.44,INR,APPROVED,TRANSFER,SYN_SINGAPORE,SYN_CENTRAL,SYN_CITY_C,192.0.2.76,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
aa1a8aba-14af-4f0b-a318-8b5e00243039,SYN_TXN_00000435,bd30e812-9764-4d62-b352-754e6d464ca1,a4f4eaa1-6235-4053-ba96-ac96cfde99e4,2e0fc948-8718-4288-b903-70f7246ba281,99679434-2f79-4ce1-9c2a-a4fd7c574907,3da07c3a-737f-4c40-8148-8bbe3ac871f9,CARD,,2026-07-27T18:44:19.974971+00:00,598.73,INR,APPROVED,PURCHASE,SYN_US,SYN_WEST,SYN_METRO_B,198.51.100.224,"{'archetype': 'SUBSCRIPTION_HEAVY', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
c180184e-afb2-4a59-9ea1-0e897fd3f4ad,SYN_TXN_00008949,0dc1d57d-cdc6-4828-8759-315dac755025,949e5b0b-43e2-4f44-b288-1c911fb753c1,c14210de-e77c-489f-9567-1aeaebcf930d,47878fc0-57bd-4276-b5f1-605e76f55453,97cddd66-1369-41e3-b22a-c9ebd2815e1b,WALLET,,2026-07-27T18:44:37.974971+00:00,1036.84,INR,APPROVED,PURCHASE,SYN_UK,SYN_CENTRAL,SYN_METRO_A,203.0.113.177,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
c85a3fbd-e7e4-495b-9771-fb34b4380c59,SYN_TXN_00002908,a64c9433-9c6e-4350-aa17-e23d59fde891,d2eacc56-a399-4e8a-baf1-912994ae3b5c,f4ab5ee0-be1a-497d-a817-9976253b126a,60d218f1-971d-4b2e-bb3a-f3cfb6747410,,UPI,,2026-07-27T18:59:37.974971+00:00,263.76,INR,APPROVED,TRANSFER,SYN_INDIA,SYN_NORTH,SYN_METRO_A,203.0.113.186,"{'archetype': 'DIGITAL_NATIVE', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
bbc3fd46-1b46-4ff7-8282-f5569f1c5b7f,SYN_TXN_00007546,6d35f5aa-7993-43d8-91dd-6bd36e2e42dd,b0bafaef-e03d-4edb-ab2b-d586e0483e58,8bc9ad09-3568-4d29-b51f-e7ab530d3ecf,6516034c-110a-4da8-8586-55c5e162c99e,,WALLET,,2026-07-27T19:04:17.974971+00:00,488.54,INR,APPROVED,PURCHASE,SYN_INDIA,SYN_NORTH,SYN_CITY_C,198.51.100.131,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
173c160a-b76f-437e-820b-392b3acf98b3,SYN_TXN_00020048,94440e79-c088-4503-a83e-3de4360c9ac8,2dcc3dce-5266-4e75-bed9-b26a0f0fdb6d,a9b284e7-bd49-445a-b385-f298e7865e9a,437d8746-9618-48f4-84b9-b3e8d1531abd,3c0d5040-a99b-4db8-ba00-fb3283512cf2,UPI,,2026-07-27T19:08:14.974971+00:00,462.06,INR,APPROVED,PURCHASE,SYN_SINGAPORE,SYN_WEST,SYN_METRO_A,203.0.113.63,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
fe9cf790-4763-4a57-a167-91a8c63a3a09,SYN_TXN_00007929,d8df2aed-6746-4333-a4e4-7ff08953ed5f,16eff4c0-2915-4e6d-b39a-c792faccb0aa,2e0fc948-8718-4288-b903-70f7246ba281,ff06619e-5403-47a7-b069-54bd6b06a23f,,UPI,,2026-07-27T19:25:36.974971+00:00,402.03,INR,PENDING,PURCHASE,SYN_INDIA,SYN_WEST,SYN_CITY_C,203.0.113.91,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
2a88e11b-b3d4-44d5-ae61-e5a638533c17,SYN_TXN_00011867,7b3a9fde-5275-41ac-9355-abe3a65e31f6,19365420-cbd9-48ee-8b0d-ad80e201d523,b854d3f4-fbc1-48b7-a3db-6dda139701c7,04466303-317a-40ca-85b9-5c7ec18fa98c,c8e8bac9-8482-4d27-b11a-eb56dc7827f3,UPI,,2026-07-27T19:25:58.974971+00:00,237.3,INR,APPROVED,PURCHASE,SYN_INDIA,SYN_WEST,SYN_CITY_C,203.0.113.5,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
ec4f4975-1d59-431f-b793-2ae4c23ead9e,SYN_TXN_00004022,16b755bc-7e24-46dd-9160-9bf98e6e31a3,dadaf429-3f99-4827-9cab-62691a9b2cff,224b2865-8548-4f9b-9462-14b662774ed4,cb56b17c-6478-4ef9-9d28-d2bf2e064020,0fbd75e7-0b24-4673-bde4-d3f53fd9251f,UPI,,2026-07-27T19:29:15.974971+00:00,278.77,INR,APPROVED,PURCHASE,SYN_US,SYN_NORTH,SYN_CITY_C,192.0.2.155,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
e9154b8b-9a56-4ecc-835d-cb1ffaa5ec84,SYN_TXN_00003961,316c25d5-b33c-4460-9e40-3ec942e2b632,f6389dca-eac8-4690-b0dd-dc193ed3510c,a9b284e7-bd49-445a-b385-f298e7865e9a,ff9a35c4-6dbb-4100-b2b6-8ca634eb9ee0,a58fb402-a6cf-4e12-9c6b-77418c5a4677,UPI,,2026-07-27T19:38:46.974971+00:00,1122.17,INR,REVERSED,PURCHASE,SYN_SINGAPORE,SYN_NORTH,SYN_METRO_A,192.0.2.3,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
e16758f2-9c02-445a-8852-d8287443002c,SYN_TXN_00023607,b91303df-ae02-4ff1-8ae9-d950e3e0ee9c,ffcd5ca6-a549-4070-973f-4e691f080aa1,df175747-b66a-4a33-b559-ce274f8cc78f,72fe0ef1-6102-4424-941f-16eccf562697,76b7e76a-7cc8-4bd6-9b12-8e97123dda74,UPI,,2026-07-27T19:46:06.974971+00:00,450.64,INR,APPROVED,PURCHASE,SYN_SINGAPORE,SYN_NORTH,SYN_METRO_B,192.0.2.161,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
866c1884-5df7-46fd-bdcb-857271e70a9a,SYN_TXN_00021528,761070b9-814f-4044-9b40-ad6be7223a73,cab29d6c-82b5-4c17-b051-d4e0921a57fd,7979c42f-e27a-4c1b-8a5f-cb986bf737e4,a58ae41d-1954-46fb-afcc-8c5da095fa68,345ec088-d204-4e5c-9f9a-cbd6ab29854a,UPI,,2026-07-27T19:49:04.974971+00:00,1125.83,INR,APPROVED,PURCHASE,SYN_US,SYN_SOUTH,SYN_METRO_B,198.51.100.230,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
725e07c4-098e-4f72-9b41-4296bfe6cef8,SYN_TXN_00000162,997b53ad-9235-4206-bad3-9c0a0f3d12af,75cad444-b0bb-4ad3-a063-e9c2d7617191,b854d3f4-fbc1-48b7-a3db-6dda139701c7,b57db5d3-71c6-4fe3-b6de-6920252e7924,62a42c36-ad9f-45bd-b106-9be27b00f47a,WALLET,,2026-07-27T20:00:44.974971+00:00,1426.57,INR,APPROVED,TRANSFER,SYN_US,SYN_WEST,SYN_CITY_C,198.51.100.91,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
e8112725-43db-4232-b4c7-e0858e6ec9a8,SYN_TXN_00014402,f07501f1-3c39-4eeb-94c2-b1ee1a970125,726180c8-9b7c-4dc3-b241-560928074ba3,cc39d032-bc93-4a19-8dd9-06a421e41d33,d2f14ae8-0c02-4f4f-8f32-7da21b7bb43e,7cd5a15f-f189-4447-a1ce-4de87e5efd4d,UPI,,2026-07-27T20:10:10.974971+00:00,1409.39,INR,APPROVED,PURCHASE,SYN_UK,SYN_EAST,SYN_TOWN_D,198.51.100.96,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
9342e007-2950-496b-ae4d-7804a6e5c5c3,SYN_TXN_00006624,a2be5b6d-653a-4d85-8855-a653e4290d96,f80d9d3f-ecd4-4a05-8017-9d7c6b7cc8c6,8977f144-71d8-422d-a47a-1f5575d82f5b,7bffcb4b-b2d9-4665-a1e6-81a9185825a4,,UPI,,2026-07-27T21:01:09.974971+00:00,577.13,INR,APPROVED,PURCHASE,SYN_US,SYN_EAST,SYN_METRO_B,198.51.100.50,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
d5ddf061-d9e3-4d81-9051-b7f2790b64f0,SYN_TXN_00000580,72d1d423-43c5-4d82-a71a-b42feff6adb5,6a2905f2-af6f-4c1e-9ea8-47971200edfa,eb45fd45-778f-4fe0-a340-841a6ce95e43,10cf0980-1689-44cc-b708-d7629721b62a,,CARD,,2026-07-27T21:01:59.974971+00:00,644.4,INR,APPROVED,PURCHASE,SYN_INDIA,SYN_CENTRAL,SYN_METRO_A,192.0.2.187,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
3ea85309-9f51-4684-9d37-7bed68edc94a,SYN_TXN_00016267,4e6523e5-10b0-4cf7-a5e8-fdf59bf170ec,e4154190-30f9-41c5-b397-7c970e6e15fe,53a21119-b3cf-494d-b9f2-fd391a828438,3f5bd28f-1d68-4aa8-b9da-6c996585972e,6db7bc7b-d476-4917-8d94-d568016dd8d3,UPI,,2026-07-27T21:13:52.974971+00:00,182.67,INR,APPROVED,PURCHASE,SYN_US,SYN_NORTH,SYN_METRO_B,192.0.2.231,"{'archetype': 'REGULAR', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
cf1ba99a-94ee-447c-95fa-ac5af5d58299,SYN_TXN_00005798,e3e57aef-e219-4eeb-8e0a-a974ddef7dca,8374c7d7-48ab-4cc4-b529-9f693d7f859e,8837209c-84cc-40f0-9260-e550c814c770,cbea98f0-b7a6-47f8-a648-b0eaef172c03,745abf2f-2fc6-436e-a111-a3e05cb91819,WALLET,,2026-07-27T21:49:08.974971+00:00,774.24,INR,APPROVED,PURCHASE,SYN_INDIA,SYN_NORTH,SYN_TOWN_D,192.0.2.221,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
8a829435-2aac-4876-b8dd-4dc755b0293d,SYN_TXN_00016518,3ceda549-3863-4213-ae27-4b63fff5e6f6,27808c58-73ec-437b-a1a0-ca27a737a04c,ce1496d7-3bc7-472f-be68-02fac8bc3db2,9f827e12-bf13-410b-a19a-ad28723e72a3,5e195a0c-9506-4f91-b482-698594ef33be,UPI,,2026-07-27T22:48:21.974971+00:00,23457.59,INR,APPROVED,PURCHASE,SYN_SINGAPORE,SYN_CENTRAL,SYN_CITY_C,203.0.113.28,"{'archetype': 'BUSINESS', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
11aec028-2190-4bdc-80ff-ab0e918303d9,SYN_TXN_00002299,5a18d6a2-4c65-4bfa-b010-e15532fe596f,d1ed0604-92c5-478c-806f-02e0d8f8d579,41df9a22-e096-4a7b-9e73-b2942248e3b0,946c920c-b7f6-47ed-8412-efe673ec3d31,2b292e2a-682a-4e50-b412-b9391edbbaff,CARD,,2026-07-27T22:52:23.974971+00:00,2175.05,INR,APPROVED,PURCHASE,SYN_SINGAPORE,SYN_SOUTH,SYN_METRO_A,192.0.2.237,"{'archetype': 'HIGH_ACTIVITY', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
7da7bb12-aa8b-45dc-9274-5e8460d7d8e4,SYN_TXN_00009900,360881e5-c3c7-4bd6-a2ac-6398fe7fe2cb,a03d30f3-25ab-4be7-8362-f427a593993c,4d0265ed-ca14-496e-a43e-17bbdfcb6fdf,ff166594-c3b2-4baf-a42d-c1156e38178f,11b52e76-1ab1-4ad1-8f36-7815802b6d59,UPI,,2026-07-27T23:09:01.974971+00:00,306.67,INR,APPROVED,PURCHASE,SYN_SINGAPORE,SYN_NORTH,SYN_METRO_A,203.0.113.161,"{'archetype': 'SUBSCRIPTION_HEAVY', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
e1bac1f9-0be9-4033-8e76-371bf9a80614,SYN_TXN_00022303,246f37fa-a30a-45c9-92f5-3b010b6b5be1,5c627ea2-e6dc-4adb-afe9-c0e743968d7b,b62c48e3-b598-4090-af60-00245bdd026a,1929a64a-5d51-4ae2-b3d3-1fbfe1ffeddf,,CARD,,2026-07-27T23:19:33.974971+00:00,3467.47,INR,APPROVED,PURCHASE,SYN_US,SYN_EAST,SYN_METRO_A,198.51.100.185,"{'archetype': 'BUSINESS', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
d341cc67-a41d-4c8d-9058-9a9dbe0c8387,SYN_TXN_00013535,246f37fa-a30a-45c9-92f5-3b010b6b5be1,5c627ea2-e6dc-4adb-afe9-c0e743968d7b,8369aba4-3857-4ccd-be3d-e197b5a10b06,1929a64a-5d51-4ae2-b3d3-1fbfe1ffeddf,266b3cdc-7d19-411e-a8c5-faa75f20de83,UPI,,2026-07-27T23:54:25.974971+00:00,1696.13,INR,APPROVED,PURCHASE,SYN_US,SYN_EAST,SYN_METRO_A,203.0.113.55,"{'archetype': 'BUSINESS', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
369344ed-db11-432c-9570-aaa41763cfd0,SYN_TXN_00021413,45c0a534-8107-4354-a7ab-ac86bd8d081d,f049599f-ac63-47a1-987c-c65a6a9c21f0,b88ee1ac-c1e2-4a19-b829-f37c12b27f52,9ca14e05-4c42-42d2-9d8f-2111c071d79c,dc948be5-7ea4-418d-ba4d-d4a9ad6f4561,WALLET,,2026-07-28T00:03:57.974971+00:00,453.88,INR,APPROVED,PURCHASE,SYN_SINGAPORE,SYN_WEST,SYN_TOWN_D,192.0.2.134,"{'archetype': 'REGULAR', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
c63240e1-a897-4bf4-b620-156131049932,SYN_TXN_00006211,ba655c42-9568-4ade-9922-c0367f26eda8,b6012725-5c2b-456b-be8f-970712f367d5,14ffe720-cd54-477c-a669-6725a3611b55,87d99944-118c-44f2-b643-b058701b2da6,cb9af87f-db14-4420-93de-7e4adb7ecafe,UPI,,2026-07-28T00:06:26.974971+00:00,667.3,INR,APPROVED,PURCHASE,SYN_US,SYN_CENTRAL,SYN_TOWN_D,192.0.2.199,"{'archetype': 'NIGHT_OWL', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
286b29c1-d9c9-41e2-ac9a-bf34076dcc55,SYN_TXN_00017205,13a41d84-3300-4243-b9d0-ce25ac12f317,c1e773c3-1a00-400d-95a9-89fd96fb072a,10e21991-c476-4496-848f-2e5c8234792c,12177205-2a0c-4a93-96b9-68a15852057f,,UPI,,2026-07-28T00:08:57.974971+00:00,2047.32,INR,APPROVED,TRANSFER,SYN_US,SYN_NORTH,SYN_TOWN_D,198.51.100.70,"{'archetype': 'TRAVELER', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
3794a08f-d2d3-49bc-97b5-76ff9c47fdbd,SYN_TXN_00022803,7bbd8192-c109-4c97-a3f3-32809e2f3bd4,fe143c79-809d-4cfb-81cf-ed1f04c3c03b,2c45be4b-15bc-4b28-ad10-9ff56cda1b2e,f8e991bc-1e27-4e8c-af8d-755d19597f23,,CARD,,2026-07-28T00:09:21.974971+00:00,4726.41,INR,APPROVED,BILL_PAYMENT,SYN_SINGAPORE,SYN_SOUTH,SYN_METRO_B,203.0.113.10,"{'archetype': 'BUSINESS', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
01e53b1d-f7a2-42f4-9764-5ef8df560cf4,SYN_TXN_00015296,5586d873-e5fc-4dd3-9c6a-8cff9168807e,a7322265-b0d3-4eab-9607-58b71fa66cef,c5405c77-9591-4b1d-b22e-d9624c6bcc29,5c9df67b-01f6-4b35-afbe-91a394ae87cf,843ad014-5155-4048-b54f-a03269a53ded,WALLET,5943c66a-7242-47a0-b4c2-04d27997be62,2026-07-28T00:13:18.974971+00:00,404.92,INR,APPROVED,BILL_PAYMENT,SYN_UK,SYN_WEST,SYN_METRO_B,203.0.113.250,"{'archetype': 'DIGITAL_NATIVE', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
83c9c13a-06ac-4a7a-a8c4-7441c440713d,SYN_TXN_00008268,3e1177eb-853f-42a0-982a-0f698a21e2a9,b1d640de-f6a8-4a23-81c1-58bc18d2cc18,7afa3a35-9a75-4ee2-9a11-bdbc2a121757,c7fb1fb6-0c3b-4e6d-885f-5134c9ef51c2,,CARD,,2026-07-28T00:13:51.974971+00:00,1076.65,INR,APPROVED,PURCHASE,SYN_UK,SYN_WEST,SYN_METRO_B,192.0.2.65,"{'archetype': 'BUSINESS', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
db483bf4-7ac2-42d5-b382-1a89b79be74a,SYN_TXN_00018718,79b31bc1-1db5-461f-8145-51465d5c348a,d5b5b9e4-f7d5-42c2-b067-3846898ad78f,c5738c30-0241-491a-8495-8a0d85929aa1,c4f3cc40-cbae-4a27-8c29-be1aac0b3f73,0d4ccafc-5043-402c-96c2-ec013e294cbd,CARD,,2026-07-28T00:14:27.974971+00:00,6583.7,INR,APPROVED,TRANSFER,SYN_UK,SYN_WEST,SYN_CITY_C,203.0.113.168,"{'archetype': 'HIGH_ACTIVITY', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
a2951616-e27b-430d-aff3-c75e70920652,SYN_TXN_00008807,c40a353f-557c-4e78-82d8-afbbd6efb4de,70672845-c40c-494b-93e0-c27128903f83,794144a5-4821-47d3-b49f-ee4f199bf0d1,f2963975-aefa-4f06-b2ea-e573b2850054,f32fa7f9-dc39-4d4e-a34e-d0ab491df9d4,CARD,,2026-07-28T00:20:05.974971+00:00,10888.79,INR,APPROVED,PURCHASE,SYN_INDIA,SYN_WEST,SYN_TOWN_D,203.0.113.252,"{'archetype': 'BUSINESS', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
b04e490b-d275-4f2f-8b11-4ea08ade9d07,SYN_TXN_00024522,d6968f57-f3ac-4921-82bc-12674553970c,89e01ec3-d8b3-4f6b-9592-043be1f5df78,1f54e04a-7126-4d67-b5aa-a16369f4ed95,ed0452a6-805d-4b6a-bfaa-bf11a8be2322,300db5b4-3542-4bb9-8b92-61c64319c6ad,UPI,,2026-07-28T00:22:24.974971+00:00,13452.99,INR,APPROVED,BILL_PAYMENT,SYN_UK,SYN_SOUTH,SYN_TOWN_D,192.0.2.197,"{'archetype': 'BUSINESS', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
8c302582-1935-43cf-a193-fa8917aa68b1,SYN_TXN_00018014,05697b7b-fb74-4b6e-a0ed-50dd2c15dffd,0ee4ba02-a238-4d4b-b95f-3c70a7926ae7,db076efc-fabd-43ec-858d-7be4df09d83d,4a63e9a6-8dcf-459c-88a6-12636757003c,,UPI,,2026-07-28T00:25:08.974971+00:00,5031.4,INR,APPROVED,PURCHASE,SYN_INDIA,SYN_NORTH,SYN_METRO_A,198.51.100.253,"{'archetype': 'HIGH_ACTIVITY', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
9b8ecf67-0e6b-438f-9d74-9100b53a8507,SYN_TXN_00022523,ec75360f-427b-42cd-bbcd-aea616d02fa6,ab88ae38-9a0d-44a3-89d9-95c60475a6c1,a9b284e7-bd49-445a-b385-f298e7865e9a,3b90115c-1051-433c-b17e-1e367c2e0802,750f8796-550b-4a61-8422-60a9f95c93c9,UPI,,2026-07-28T00:25:39.974971+00:00,396.64,INR,APPROVED,PURCHASE,SYN_US,SYN_SOUTH,SYN_METRO_B,192.0.2.215,"{'archetype': 'DIGITAL_NATIVE', 'dataset_type': 'BENIGN', 'simulation_batch': 1}"
